trade_index,symbol,entry_date,exit_date,entry_sig_date,exit_sig_date,position,period,entry_index,exit_index,return,industry,stock_id,trade_price@entry_date,trade_price@exit_date,adj_close@entry_date,pct_change@entry_date,pct_change@exit_date,turnover@entry_date,turnover@exit_date,volume@entry_date,volume@exit_date,類別@entry_sig_date,類別@exit_sig_date,mae,gmfe,bmfe,mdd,pdays
340,2428 興勤,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.03858536911115251,電子零組件業,2428 興勤,167.0,161.5,420.29314656364346,0.0121212121212122,-0.0030864197530863224,93441009.0,33057112.0,559527.0,204688.0,0,0,-0.034312200598802245,0.0,0.0,-0.034312200598802245,0.0
341,2481 強茂,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.02996885265760052,半導體業,2481 強茂,69.4,71.9,121.24253053909624,0.0014430014430015792,0.057352941176470607,117457765.00000001,952075641.6,1692475.0,13241664.0,0,0,-0.021569164265129892,0.03454672190201702,0.008647082132564599,-0.029957203994293802,4.0
342,2504 國產,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.04898971848892386,建材營造,2504 國產,27.65,26.45,47.09754580518427,0.005454545454545379,-0.009363295880149725,75196193.45,46903732.1,2719573.0,1773298.0,0,0,-0.044762793851717664,0.0,0.0,-0.044762793851717664,0.0
343,2607 榮運,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.02986558773424186,航運業,2607 榮運,29.35,28.6,44.32015937644483,0.01909722222222232,-0.008665511265164683,144109233.75,44674201.0,4910025.0,1562035.0,0,0,-0.02555366269165238,0.0017035775127767216,0.0017035775127767216,-0.027210884353741305,1.0
344,2834 臺企銀,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.016271907371066652,金融保險業,2834 臺企銀,14.3,14.15,28.0763780335038,0.0035087719298245723,0.007117437722419906,141491221.3,220217341.45000002,9894491.0,15563063.0,0,0,-0.01888260489510507,0.0,0.0,-0.01888260489510507,0.0
345,2890 永豐金,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.011540865180873938,金融保險業,2890 永豐金,17.45,17.35,45.275763068516135,0.0057636887608070175,0.011661807580175099,150021227.25,241595679.05,8597205.0,13924823.0,0,0,-0.018592478510028876,0.012881232091690453,0.012881232091690453,-0.031073446327683718,2.0
346,3035 智原,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.11184210526315819,半導體業,3035 智原,228.0,253.5,416.41200276710714,0.08056872037914675,0.036809815950920255,6175742064.0,6032438860.5,27086588.0,23796603.0,0,0,0.0,0.12061403508771962,0.0,-0.043052837573385516,5.0
347,3202 樺晟,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.08327797948649485,其他證券,3202 樺晟,19.9,18.35,26.44948859482356,-0.029268292682926855,0.0,77615154.1,19689238.05,3900259.0,1072983.0,0,0,-0.07920345477386925,0.0,0.0,-0.07920345477386925,0.0
348,3289 宜特,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.11650485436893177,其他電子業,3289 宜特,103.0,115.0,153.53932339433493,0.05967078189300423,0.00877192982456143,1029603759.0,867879815.0,9996153.0,7546781.0,0,0,0.0,0.12621359223300943,0.0,-0.017241379310344862,5.0
349,3372 典範,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.05994606114430123,半導體業,3372 典範,13.6,14.5,6.7453662728249215,-0.010909090909090868,0.010452961672473782,7060861.6,36860783.5,519181.0,2542123.0,0,0,-0.0014250000000000096,0.13808180147058802,0.0,-0.0741935483870968,5.0
350,3380 明泰,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.03558830190808415,通信網路業,3380 明泰,43.45,42.15,119.68707497255052,0.06234718826405872,-0.026558891454965372,741276161.45,432573142.2,17060441.0,10262708.0,0,0,-0.04164378596087459,0.006618757192174751,0.006618757192174751,-0.04794520547945191,1.0
351,3419 譁裕,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.025384850259520975,通信網路業,3419 譁裕,20.35,19.95,26.094209548364763,0.014962593516209433,0.0,24727040.8,10622537.1,1215088.0,532458.0,0,0,-0.02105300982800995,0.0,0.0,-0.02105300982800995,0.0
352,3540 曜越,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.007219439071566969,電腦及週邊設備業,3540 曜越,51.7,51.4,146.33877227632698,0.043390514631685306,-0.013435700575815779,140352006.3,33069166.599999998,2714739.0,643369.0,0,0,-0.007219439071566969,0.03334163442940019,0.03334163442940019,-0.03925233644859816,4.0
353,3607 谷崧,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.07280791208267434,電子零組件業,3607 谷崧,15.8,17.05,30.47173389669723,0.01607717041800627,-0.01729106628242072,13109181.0,26047267.95,829695.0,1527699.0,0,0,-0.0014250000000000096,0.10917666139240523,0.0,-0.028490028490028352,5.0
354,3617 碩天,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.010321875931869617,其他電子業,3617 碩天,222.0,221.0,434.62390926677745,-0.006711409395973034,0.039999999999999813,292898364.0,273681538.0,1319362.0,1238378.0,0,0,-0.04415681306306318,0.01656734234234225,0.01656734234234225,-0.05973451327433632,2.0
355,3673 TPK-KY,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.0694170854734012,光電業,3673 TPK-KY,45.35,42.45,77.6591202079289,0.023702031602708784,-0.015081206496519672,278644413.15000004,110520188.10000001,6144309.0,2603538.0,0,0,-0.06528095369349485,0.0029788588754133816,0.0029788588754133816,-0.06805708013172318,2.0
356,3694 海華,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.039053687169354756,通信網路業,3694 海華,31.0,32.4,32.33812949640288,0.06164383561643838,0.04012841091492758,235536512.0,105151867.19999999,7597952.0,3245428.0,0,0,-0.0014250000000000096,0.04367193548387083,0.0,-0.034108527131782806,5.0
357,4113 聯上,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.008716978495303396,建材營造,4113 聯上,17.3,17.25,44.543890707896274,-0.0028818443804035088,0.0029069767441860517,8858724.5,2311517.25,512065.0,134001.0,0,0,-0.010083164739884465,0.0,0.0,-0.010083164739884465,0.0
358,4162 智擎,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.04026883402413417,生技醫療業,4162 智擎,95.3,92.0,156.99247389881327,-0.022564102564102573,-0.019189765458422103,127948350.5,119484448.0,1342585.0,1298744.0,0,0,-0.03600314795382986,0.008005403987408233,0.008005403987408233,-0.043659043659043606,1.0
359,4541 晟田,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.06452653185980894,其他,4541 晟田,44.6,40.65,55.47768281059616,0.009049773755656076,-0.0012285012285012664,94587680.0,32439634.95,2120800.0,798023.0,0,0,-0.06036866319444434,0.014755613425925906,0.014755613425925906,-0.07403189066059213,1.0
360,4551 智伸科,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.08017313778621504,汽車工業,4551 智伸科,160.5,148.5,193.92840582652227,0.015822784810126667,-0.03571428571428559,138605874.0,121417461.0,863588.0,817626.0,0,0,-0.07608481308411219,0.0,0.0,-0.07608481308411219,0.0
361,4564 元翎,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.023425236757435686,電機機械,4564 元翎,31.1,30.55,37.19199646660148,0.008103727714748876,0.018333333333333535,168936692.8,52937834.300000004,5432048.0,1732826.0,0,0,-0.036744372990353824,0.0,0.0,-0.036744372990353824,0.0
362,4931 新盛力,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.05544368359273322,電腦及週邊設備業,4931 新盛力,46.1,43.8,51.25430355482169,0.0,-0.011286681715575564,49505360.9,45905553.599999994,1073869.0,1048072.0,0,0,-0.051245444685466435,0.0,0.0,-0.051245444685466435,0.0
363,4934 太極,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.19298756675000006,光電業,4934 太極,32.75,39.3,22.343879306795923,0.006144393241167556,0.08115543328748265,76525353.0,1325727414.6,2336652.0,33733522.0,0,0,-0.0014250000000000096,0.19829000000000008,0.0,-0.043421052631578916,5.0
364,5234 達興,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.2264009844546302,光電業,5234 達興,119.0,142.5,242.83046809200692,0.07692307692307687,0.047794117647058876,209890772.0,741871245.0,1763788.0,5206114.0,0,0,-0.0014250000000000096,0.23185192924152398,0.0,-0.0014250000000000096,5.0
365,5469 瀚宇博,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.020554984583761482,電子零組件業,5469 瀚宇博,48.65,47.65,154.91030425256466,0.01248699271592102,-0.00935550935550944,209589016.35,139426234.85,4308099.0,2926049.0,0,0,-0.020554984583761482,0.0,0.0,-0.020554984583761482,0.0
366,6016 康和證,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.022845920138888642,金融業,6016 康和證,14.4,14.75,24.65253150511723,0.02491103202846978,-0.032786885245901676,117290750.4,345075497.75,8145191.0,23394949.0,0,0,-0.0014250000000000096,0.05751866319444421,0.0,-0.032786885245901676,5.0
367,6120 達運,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.145905737704918,光電業,6120 達運,15.25,17.5,23.7290326345649,0.0066006600660066805,0.09717868338557989,65216930.0,375304947.5,4276520.0,21445997.0,2,2,-0.02434311475409845,0.145905737704918,0.0,-0.02434311475409845,3.0
368,6121 新普,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.015735796545557013,電腦及週邊設備業,6121 新普,332.0,314.0,728.8726729246696,0.010654490106544845,0.0015948963317384823,226951216.0,154703090.0,683588.0,492685.0,0,0,-0.012935335090361266,0.0075301204819278045,0.0075301204819278045,-0.020312499999999956,2.0
369,6233 旺玖,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.04596390237126202,半導體業,6233 旺玖,27.8,26.2,28.78253638253638,-0.0017953321364452268,-0.026022304832713727,19214470.400000002,15644229.6,691168.0,597108.0,0,0,-0.04172352898702958,0.003962994604316483,0.003962994604316483,-0.04550618283431063,3.0
370,6411 晶焱,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.02481310800110137,半導體業,6411 晶焱,113.5,117.0,194.66632444723948,0.008888888888888946,0.044642857142857206,49813901.5,180301914.0,438889.0,1541042.0,0,0,-0.014622026431718171,0.02936806167400885,0.007373017621145284,-0.02183406113537123,2.0
371,6415 矽力*-KY,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.04030777963666665,半導體業,6415 矽力*-KY,375.0,362.0,1938.2687958526003,-0.025974025974025983,-0.014965986394557818,1557887625.0,567738718.0,4154367.0,1568339.0,0,0,-0.036042266666666656,0.011889333333333196,0.011889333333333196,-0.04736842105263139,2.0
372,6443 元晶,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.05707459034731899,光電業,6443 元晶,35.9,34.05,23.71810164317865,0.0056022408963583015,0.0,181463514.6,157280150.7,5054694.0,4619094.0,0,0,-0.052883600278551546,0.0,0.0,-0.052883600278551546,0.0
373,6643 M31,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.04504702695273022,半導體業,6643 M31,989.0,950.0,1087.4161642339184,0.02063983488132104,0.005291005291005346,232534669.0,99910550.0,235121.0,105169.0,2,2,-0.04585098584428737,0.008671814964610558,0.008671814964610558,-0.05405405405405417,1.0
374,6781 AES-KY,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.034066071428571654,電子零組件業,6781 AES-KY,826.0,799.0,843.5474909035778,0.01599015990159902,-0.009913258983890949,767124372.0,251331043.0,928722.0,314557.0,0,0,-0.034066071428571654,0.0,0.0,-0.034066071428571654,0.0
375,6790 永豐實,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.030668049212246973,造紙工業,6790 永豐實,42.05,41.0,45.44569313593539,0.008393285371702364,0.0,16775973.649999999,10394361.0,398953.0,253521.0,0,0,-0.02635969084423273,0.02113495838287771,0.02113495838287771,-0.046511627906976605,1.0
376,6806 森崴能源,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.022412966135416545,綠能環保,6806 森崴能源,120.0,118.0,133.59375,0.02127659574468077,0.012875536480686733,699301920.0,413106790.0,5827516.0,3500905.0,0,0,-0.030550104166666592,0.06098593749999992,0.06098593749999992,-0.08627450980392148,2.0
377,8011 台通,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.006606434316353882,通信網路業,8011 台通,18.65,18.8,21.61687193891719,0.01634877384196165,0.002666666666666595,26312165.999999996,20323627.2,1410840.0,1081044.0,0,0,-0.0014250000000000096,0.006606434316353882,0.0,-0.0014250000000000096,2.0
378,8050 廣積,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.09603728377420973,電腦及週邊設備業,8050 廣積,98.1,89.2,374.5448272491838,0.09977578475336313,-0.08135942327497414,3125352890.7,1358330910.0,31858847.0,15227925.0,0,0,-0.09201946992864396,0.038273700305810676,0.038273700305810676,-0.12549019607843137,3.0
379,8069 元太,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.06119760894209347,光電業,8069 元太,224.5,212.0,393.1316464479102,-0.0022222222222222365,-0.0023529411764706687,1466193560.5,975233284.0,6530929.0,4600157.0,0,0,-0.05702494432071259,0.0,0.0,-0.05702494432071259,0.0
380,8086 宏捷科,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.08780082072220718,半導體業,8086 宏捷科,91.3,99.9,133.7358488505844,0.011074197120708895,0.03630705394190881,221370088.5,680578740.0,2424645.0,6812600.0,0,0,-0.0014250000000000096,0.10466675794085423,0.0,-0.045544554455445474,5.0
381,8936 國統,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.0742948837209303,其他,8936 國統,32.25,34.8,74.37695492798375,-0.02124430955993939,0.025036818851251752,343394517.0,239988977.99999997,10647892.0,6896235.0,0,0,0.0,0.07906976744186056,0.0,0.0,5.0
382,9912 偉聯,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,0.08572333377467056,電腦及週邊設備業,9912 偉聯,11.4,12.45,18.024697606484093,0.0,0.0873362445414847,1771024.2,6903388.05,155353.0,554489.0,0,0,-0.0014250000000000096,0.09054901315789432,0.0,-0.021367521367521625,5.0
383,9914 美利達,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.0312719662921348,運動休閒,9914 美利達,222.5,216.5,533.8205484307867,0.0022522522522521182,-0.013667425968109326,122779282.5,186083915.0,551817.0,859510.0,0,0,-0.04943820224719098,0.0,0.0,-0.04943820224719098,0.0
384,9921 巨大,2023-07-03,2023-07-10,2023-06-30,2023-07-07,0.011363636363636364,5.0,3989.0,3994.0,-0.01718878205128216,運動休閒,9921 巨大,234.0,231.0,510.82493314853497,0.017391304347825987,-0.004310344827586188,169743366.0,208157796.0,725399.0,901116.0,0,0,-0.012820512820512886,0.012820512820512775,0.012820512820512775,-0.025316455696202556,1.0
385,8155 博智,2023-07-10,2023-07-14,2023-07-07,2023-07-13,0.01818181818181818,4.0,3994.0,3998.0,0.2699325410894686,電子零組件業,8155 博智,146.0,186.5,263.01798048723913,0.020979020979021046,0.0332409972299168,164757058.0,1633134061.5,1128473.0,8756751.0,0,0,-0.0014250000000000096,0.2755769691780816,0.0,-0.0014250000000000096,4.0
386,00642U 期元大S&P石油,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.012077945911139532,vanilla_futures_etf,00642U 期元大S&P石油,15.53,15.74,15.53,0.01769331585845335,-0.026592455163883866,293994951.28,111388894.96000001,18930776.0,7076804.0,0,0,-0.0014250000000000096,0.0397268351577591,0.0,-0.026592455163883866,4.0
387,00646 元大S&P500,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.008127194723324571,foreign_etf,00646 元大S&P500,42.83,43.37,42.83,-0.002561714019562178,0.001385361348418268,24121727.509999998,116146551.42999999,563197.0,2678039.0,0,0,0.0,0.013775391081017885,0.0,-0.0025333947489636355,5.0
388,00757 統一FANG+,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.02297243042572461,foreign_etf,00757 統一FANG+,58.65,60.35,58.65,-0.0008517887563884718,0.0,82741425.89999999,124941699.75,1410766.0,2070285.0,0,0,-0.00568150042625748,0.0275192028985507,0.0,-0.00568150042625748,3.0
389,00893 國泰智能電動車,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.030439684329199856,foreign_etf,00893 國泰智能電動車,17.74,18.28,17.74,0.008527572484366086,-0.0021834061135370675,246041630.35999998,179897008.04000002,13869314.0,9841193.0,0,0,0.0,0.03269447576099238,0.0,-0.0021834061135370675,5.0
390,00895 富邦未來車,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.02750422917744455,foreign_etf,00895 富邦未來車,19.33,19.89,19.33,0.002593360995850391,-0.003007518796992459,61063721.28999999,81572728.77,3159013.0,4101193.0,0,0,-0.0014250000000000096,0.030603789446456364,0.0,-0.003007518796992348,5.0
391,00900 富邦特選高股息30,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.08568816639741517,domestic_etf,00900 富邦特選高股息30,12.38,13.46,14.063722006442397,-0.001612903225806428,0.0014880952380953438,101005807.82000001,348776367.98,8158789.0,25912063.0,0,0,-0.0014250000000000096,0.08568816639741517,0.0,-0.0014250000000000096,5.0
392,00902 中信電池及儲能,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.003808233890214896,foreign_etf,00902 中信電池及儲能,12.57,12.54,12.57,0.02195121951219514,-0.008695652173913104,83250481.5,49848556.559999995,6622950.0,3975164.0,0,0,-0.003808233890214896,0.009696758154335683,0.009696758154335683,-0.013375295043273061,3.0
393,00903 富邦元宇宙,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.06700167504187604,foreign_etf,00903 富邦元宇宙,11.94,12.74,11.94,0.0025188916876572875,-0.014694508894044778,11770726.62,21467065.62,985823.0,1685013.0,0,0,0.0,0.08291457286432147,0.0,-0.014694508894044778,5.0
394,1229 聯華,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.03803334558823557,食品工業,1229 聯華,68.0,70.9,296.489419761616,0.0,-0.002812939521800062,55007444.0,212445894.4,808933.0,2996416.0,0,0,0.0,0.04558823529411771,0.0,-0.00288184438040362,5.0
395,1533 車王電,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.04739052505783581,汽車工業,1533 車王電,67.0,64.2,93.35421293775353,-0.01615271659324513,0.007849293563579218,100939386.0,112239255.0,1506558.0,1748275.0,0,0,-0.05358936567164185,0.0,0.0,-0.05358936567164185,0.0
396,1570 力肯,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.06858171366201482,電機機械,1570 力肯,20.6,19.3,33.86871345094172,-0.039627039627039395,-0.015306122448979553,8138730.4,3728895.1,395084.0,193207.0,0,0,-0.06444186893203907,0.0,0.0,-0.06444186893203907,0.0
397,1598 岱宇,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.03271278371621644,運動休閒,1598 岱宇,38.85,37.8,51.47850543842205,-0.016455696202531622,-0.016905071521456594,21675463.95,14317694.999999998,557927.0,378775.0,0,0,-0.028413513513513733,0.0,0.0,-0.028413513513513733,0.0
398,1808 潤隆,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.01675516602210403,建材營造,1808 潤隆,82.0,81.1,736.5216614269718,0.0,-0.014580801944106936,62864644.0,20766709.299999997,766642.0,256063.0,0,0,-0.012384969512195476,0.03145490853658517,0.03145490853658517,-0.04250295159386086,4.0
399,2010 春源,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.03111601876675607,鋼鐵工業,2010 春源,18.65,18.15,50.04801419404339,-0.02356020942408399,0.011142061281336879,27974999.999999996,27376479.9,1500000.0,1508346.0,0,0,-0.04557640750670222,0.0,0.0,-0.04557640750670222,0.0
400,2332 友訊,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.003375031019197783,通信網路業,2332 友訊,22.5,22.45,39.81336674949255,0.015801354401805856,0.029816513761467878,161373870.0,179575709.1,7172172.0,7998918.0,0,0,-0.03705771466973917,0.007834699564772007,0.0,-0.03705771466973917,1.0
401,2362 藍天,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.06261617098241024,電腦及週邊設備業,2362 藍天,33.4,35.7,70.77247732672174,-0.014749262536873142,0.0393013100436681,36646613.6,125041142.10000001,1097204.0,3502553.0,0,0,-0.0014250000000000096,0.06733914670658692,0.0,-0.0014534883720930258,5.0
402,2393 億光,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.020715630885122627,光電業,2393 億光,53.1,54.2,147.48951071594462,-0.00187969924812037,0.007434944237918462,113883623.10000001,77326327.0,2144701.0,1426685.0,0,0,0.0,0.02259887005649719,0.0,-0.014732965009208066,5.0
403,2404 漢唐,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.013546312640804192,其他電子業,2404 漢唐,225.0,208.0,754.9704977278253,0.006711409395973034,-0.01187648456057,506979450.0,246303200.0,2253242.0,1184150.0,0,0,-0.025834611111111072,0.002747258489540716,0.0,-0.025834611111111072,1.0
404,2458 義隆,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.051384254807692153,半導體業,2458 義隆,104.0,109.5,190.14391246257293,-0.032558139534883734,-0.009049773755656076,116827568.0,193396162.5,1123342.0,1766175.0,0,0,-0.0014250000000000096,0.0609859374999997,0.0,-0.009049773755655965,5.0
405,2480 敦陽科,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.0026172103537234204,資訊服務業,2480 敦陽科,117.5,118.5,330.4254425841394,-0.03292181069958844,-0.012500000000000067,93568422.5,30142489.5,796327.0,254367.0,0,0,-0.0014250000000000096,0.01982127659574484,0.0,-0.012500000000000067,5.0
406,2489 瑞軒,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.005843694374999764,光電業,2489 瑞軒,14.1,14.1,60.69937693435797,-0.07843137254901966,0.010752688172043001,240978475.2,49529464.8,17090672.0,3512728.0,0,0,-0.012048138297872102,0.04814964539007116,0.04814964539007116,-0.057432432432432456,2.0
407,2497 怡利電,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.0017242621693712712,汽車工業,2497 怡利電,72.4,72.7,98.26941637944621,0.0027700831024930483,0.008321775312066793,135047502.8,54819144.2,1865297.0,754046.0,0,0,-0.005562741712707098,0.031676933701657584,0.031676933701657584,-0.03609625668449201,4.0
408,2645 長榮航太,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.046329697771493095,航運業,2645 長榮航太,110.5,106.0,114.51818181818182,0.00454545454545463,0.0,304311806.5,167811462.0,2753953.0,1583127.0,0,0,-0.042090950226244206,0.012130316742081648,0.012130316742081648,-0.0535714285714286,1.0
409,2809 京城銀,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.003821714151909683,金融保險業,2809 京城銀,36.0,36.35,60.25341863708347,-0.0027700831024930483,0.0055325034578148635,24276636.0,50610650.25,674351.0,1392315.0,0,0,-0.0014250000000000096,0.008283368055555629,0.0,-0.0014250000000000096,4.0
410,3033 威健,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.07729478102189802,電子通路業,3033 威健,34.25,36.95,169.93094561015099,-0.014388489208633004,0.030683403068340498,233240616.25,447218006.55,6809945.0,12103329.0,0,0,-0.0014250000000000096,0.07729478102189802,0.0,-0.0014250000000000096,5.0
411,3035 智原,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.2528142998027614,半導體業,3035 智原,253.5,319.0,462.9843978134283,0.036809815950920255,0.08135593220338966,6032438860.5,12776524519.0,23796603.0,40051801.0,0,1,0.0,0.2583826429980276,0.0,-0.005725190839694694,5.0
412,3044 健鼎,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.00931777107019005,電子零組件業,3044 健鼎,124.5,116.5,408.1495433521144,0.0040322580645162365,0.004310344827586077,385823757.0,283465470.0,3098986.0,2433180.0,0,0,-0.013456024096385577,0.0,0.0,-0.013456024096385577,0.0
413,3047 訊舟,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,0.018404020396342036,通信網路業,3047 訊舟,16.4,16.8,40.316872517644235,-0.009063444108761476,0.024390243902439268,103900723.99999999,104299557.60000001,6335410.0,6208307.0,0,0,-0.02578048780487796,0.022930487804878608,0.0,-0.02578048780487796,1.0
414,3178 公準,2023-07-10,2023-07-17,2023-07-07,2023-07-14,0.01818181818181818,5.0,3994.0,3999.0,-0.11049172654605266,半導體業,3178 公準,104.5,93.5,113.60052164968647,0.014563106796116498,-0.010582010582010581,155126070.0,72904381.0,1484460.0,779726.0,0,0,-0.10653815789473686,0.0,0.0,-0.10653815789473686,0.0
