trade_index,symbol,entry_date,exit_date,entry_sig_date,exit_sig_date,position,period,entry_index,exit_index,return,industry,stock_id,trade_price@entry_date,trade_price@exit_date,adj_close@entry_date,pct_change@entry_date,pct_change@exit_date,turnover@entry_date,turnover@exit_date,volume@entry_date,volume@exit_date,類別@entry_sig_date,類別@exit_sig_date,mae,gmfe,bmfe,mdd,pdays
181,5512 力麒,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.020182487244591596,建材營造,5512 力麒,10.4,10.25,30.915572698955472,-0.004784688995215114,-0.023809523809523836,49943940.800000004,32743543.0,4802302.0,3194492.0,0,0,-0.01582752403846177,0.008176682692307535,0.008176682692307535,-0.023809523809523836,2.0
182,6126 信音,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.03648549831549652,電子零組件業,6126 信音,29.2,28.3,89.78772405231012,0.01565217391304352,-0.01736111111111105,54073494.4,26580293.900000002,1851832.0,939233.0,0,0,-0.032202996575342424,0.0,0.0,-0.032202996575342424,0.0
183,6146 耕興,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.011784867516185349,其他電子業,6146 耕興,251.0,249.5,597.9641154520583,-0.011811023622047334,-0.003992015968063978,77476170.0,111967117.0,308670.0,448766.0,0,0,-0.007392579681274936,0.0,0.0,-0.007392579681274936,0.0
184,6191 精成科,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,0.045956969157770144,電子零組件業,6191 精成科,42.15,44.15,96.12715777908382,-0.0047225501770955525,0.0219907407407407,101897709.3,229507196.65,2417502.0,5198351.0,0,0,-0.0014250000000000096,0.045956969157770144,0.0,-0.0014250000000000096,2.0
185,6194 育富,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.06733789884664954,電子零組件業,6194 育富,33.95,31.85,54.247529583422555,0.08466453674121421,-0.010869565217391353,80867100.65,15043169.05,2381947.0,472313.0,0,0,-0.0631925257731959,0.0,0.0,-0.0631925257731959,0.0
186,6219 富旺,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,0.12046304937243835,建材營造,6219 富旺,12.2,13.75,3.0482244459056584,0.008264462809917328,0.0185185185185186,16778635.599999998,23174841.25,1375298.0,1685443.0,0,0,-0.0014250000000000096,0.12544313524590156,0.0,-0.0014250000000000096,3.0
187,6239 力成,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,0.023396196966911864,半導體業,6239 力成,102.0,105.0,394.59728437059863,-0.02392344497607657,0.01449275362318847,462887016.0,304659915.0,4538108.0,2901523.0,0,0,-0.0014250000000000096,0.027944852941176546,0.0,-0.0014250000000000096,3.0
188,6271 同欣電,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.029639988924534566,半導體業,6271 同欣電,188.0,183.5,275.0720442456309,-0.018276762402088753,0.0,725626044.0,532584711.5,3859713.0,2902369.0,0,0,-0.025327061170212772,0.0,0.0,-0.025327061170212772,0.0
189,6285 啟碁,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.029761680807400492,通信網路業,6285 啟碁,95.6,93.3,444.6012254660572,0.017021276595744705,-0.009554140127388533,1260037062.3999999,365610418.2,13180304.0,3918654.0,0,0,-0.025449293933054284,0.0,0.0,-0.025449293933054284,0.0
190,6462 神盾,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,0.023832613255597046,半導體業,6462 神盾,100.5,103.5,139.47752036908926,0.09716157205240172,-0.023584905660377298,273303720.0,120545415.0,2719440.0,1164690.0,0,0,-0.0014250000000000096,0.07806355721393032,0.0,-0.04608294930875578,3.0
191,6510 精測,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.021377386650390795,半導體業,6510 精測,576.0,567.0,649.8533050592116,-0.013698630136986245,0.0017667844522968323,168896448.0,219506679.0,293223.0,387137.0,0,0,-0.018761371527777904,0.0,0.0,-0.018761371527777904,0.0
192,6592 和潤企業,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.009344244746918862,其他,6592 和潤企業,142.0,141.5,160.0845590952768,-0.027397260273972712,0.010714285714285898,256828016.0,185196332.0,1808648.0,1308808.0,0,0,-0.015489436619718355,0.0,0.0,-0.015489436619718355,0.0
193,6670 復盛應用,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.04846707708779441,運動休閒,6670 復盛應用,233.5,222.5,285.02164709997953,0.0331858407079646,-0.04094827586206884,235970430.0,122515620.0,1010580.0,550632.0,0,0,-0.04846707708779441,0.011404657387580341,0.011404657387580341,-0.059196617336152224,1.0
194,8016 矽創,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.023448726114649654,半導體業,8016 矽創,235.5,231.0,974.4322997209628,-0.012578616352201255,-0.023255813953488413,167018013.0,159460224.0,709206.0,690304.0,0,0,-0.019108280254777066,0.00424628450106157,0.00424628450106157,-0.023255813953488413,2.0
195,8027 鈦昇,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.063662154799071,電機機械,8027 鈦昇,61.9,58.3,72.70744876806702,0.0016181229773462036,-0.03953871499176276,83825846.6,61356319.199999996,1354214.0,1052424.0,0,0,-0.059500444264943386,0.0,0.0,-0.059500444264943386,0.0
196,8081 致新,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.023285033070175598,半導體業,8081 致新,199.5,196.0,593.1854140493712,-0.02444987775061125,-0.01754385964912286,93567295.5,52844148.0,469009.0,269613.0,0,0,-0.01894385964912293,0.0,0.0,-0.01894385964912293,0.0
197,8110 華東,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.0085070921985817,半導體業,8110 華東,14.1,14.0,20.96031566240918,0.003558718861210064,-0.014084507042253613,18197022.9,14955164.0,1290569.0,1068226.0,0,0,-0.0085070921985817,0.005657092198581459,0.005657092198581459,-0.014084507042253613,1.0
198,8163 達方,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.034188171937698075,電腦及週邊設備業,8163 達方,47.35,46.0,120.8466519607176,-0.010449320794148398,-0.014989293361884481,27844309.55,44199008.0,588053.0,960848.0,0,0,-0.029895459345301023,0.0,0.0,-0.029895459345301023,0.0
199,8916 光隆,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.011198216667414829,其他,8916 光隆,55.7,55.4,139.13759966415003,-0.01763668430335097,-0.003597122302158251,43282687.6,11695771.0,777068.0,211115.0,0,0,-0.006803321364452497,0.0,0.0,-0.006803321364452497,0.0
200,9943 好樂迪,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.049605598737440415,觀光餐旅,9943 好樂迪,104.5,99.9,194.2962754210985,0.004807692307692291,-0.030097087378640808,210241878.0,136972190.70000002,2011884.0,1371093.0,0,0,-0.04538141148325381,0.0033528708133969687,0.0033528708133969687,-0.0485714285714286,1.0
201,9962 有益,2023-06-19,2023-06-26,2023-06-16,2023-06-21,0.01020408163265306,3.0,3981.0,3984.0,-0.005843694374999875,鋼鐵工業,9962 有益,19.95,19.95,48.82067466484463,-0.012376237623762498,0.002512562814070307,14594103.299999999,7833886.2,731534.0,392676.0,0,0,-0.003927694235588808,0.0010776942355892327,0.0010776942355892327,-0.0050000000000001155,1.0
202,0050 元大台灣50,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.0028643737957612103,domestic_etf,0050 元大台灣50,129.75,130.7,236.3052496399799,-0.006127920337035686,0.012393493415956636,1032999305.25,912244568.0999999,7961459.0,6979683.0,0,0,-0.006551059730250497,0.007321772639691915,0.0,-0.006551059730250497,1.0
203,0056 元大高股息,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.014342386328959345,domestic_etf,0056 元大高股息,32.77,33.24,70.52995853394098,-0.0018275967103257296,0.017447199265381075,854289027.57,1391955481.0800002,26069241.0,41875917.0,0,0,-0.01800427220018319,0.014342386328959345,0.0,-0.01800427220018319,1.0
204,00642U 期元大S&P石油,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.00904496370787955,vanilla_futures_etf,00642U 期元大S&P石油,14.69,14.91,14.69,-0.02779616148246189,0.010162601626016343,263936449.26999998,150271597.98,17967083.0,10078578.0,0,0,-0.017739363512593642,0.01352983321987744,0.006732181756296862,-0.024307900067522037,3.0
205,00690 兆豐藍籌30,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.0017339428675402502,domestic_etf,00690 兆豐藍籌30,27.48,27.65,37.60787507720683,-0.01151079136690647,0.0032656023222061847,13007740.44,8886405.85,473353.0,321389.0,0,0,-0.0047307132459970536,0.006186317321688728,0.0,-0.0047307132459970536,2.0
206,00693U 期街口S&P黃豆,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.04413774190779818,vanilla_futures_etf,00693U 期街口S&P黃豆,27.25,28.62,27.25,-0.02817403708987154,0.07070707070707072,10872205.0,13558610.52,398980.0,473746.0,0,0,-0.029275165137614745,0.04877858715596339,0.0,-0.029275165137614745,1.0
207,00701 國泰股利精選30,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.0007252089136489115,domestic_etf,00701 國泰股利精選30,25.13,25.26,32.01348345223384,0.0,0.010804321728691502,32572852.619999997,40143116.22,1296174.0,1589197.0,0,0,-0.009152407481098357,0.005173099880620757,0.0,-0.009152407481098357,1.0
208,00731 復華富時高息低波,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.0034389415481830277,domestic_etf,00731 復華富時高息低波,63.3,63.8,82.26771810458366,-0.004716981132075415,0.014308426073131875,50236335.9,44579612.0,793623.0,698740.0,0,0,-0.012638230647709414,0.007898894154818148,0.0,-0.012638230647709414,1.0
209,00733 富邦臺灣中小,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.04695425455662505,domestic_etf,00733 富邦臺灣中小,48.83,51.35,57.421298900868614,-0.016911616670022278,0.0373737373737375,27337524.33,39897717.6,559851.0,776976.0,0,0,-0.03829612942862992,0.05160761826745852,0.0,-0.03829612942862992,2.0
210,00830 國泰費城半導體,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.045940843297671785,foreign_etf,00830 國泰費城半導體,31.78,33.24,35.17075987759113,-0.03139286802804031,0.0146520146520146,164327261.28,120286917.60000001,5170776.0,3618740.0,0,0,-0.0009439899307739363,0.045940843297671785,0.0,-0.0012195121951217303,4.0
211,00876 元大全球5G,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.03333470199796773,foreign_etf,00876 元大全球5G,29.53,30.65,29.53,-0.020238885202388812,0.013893483294740161,12901066.4,16732601.25,436880.0,545925.0,0,0,0.0,0.03792753132407678,0.0,0.0,5.0
212,00877 復華中國5G,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.004277578671328719,其他證券,00877 復華中國5G,11.44,11.54,11.44,-0.0394626364399665,0.0017361111111111605,20456824.96,15643439.36,1788184.0,1355584.0,0,0,-0.02534965034965031,0.00874125874125875,0.0008741258741258306,-0.026200873362445365,3.0
213,00878 國泰永續高股息,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.012448132780082943,domestic_etf,00878 國泰永續高股息,19.28,19.52,22.52284309445593,-0.0036175710594316124,0.014025974025974053,983620639.0400001,1379177928.6399999,51017668.0,70654607.0,0,0,-0.012966804979253066,0.012448132780082943,0.0,-0.012966804979253066,1.0
214,00881 國泰台灣科技龍頭,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.01096438763376928,domestic_etf,00881 國泰台灣科技龍頭,16.82,17.08,18.672092564568665,-0.009422850412249661,0.01545778834720557,166118726.84,312235141.67999995,9876262.0,18280746.0,0,0,-0.008917954815695461,0.01545778834720557,0.0,-0.008917954815695461,1.0
215,00888 永豐台灣ESG,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.010669024390243864,其他證券,00888 永豐台灣ESG,14.35,14.26,15.783354530173542,-0.007607192254495243,0.0035186488388458947,64121310.4,52278657.3,4468384.0,3666105.0,0,0,-0.013240418118466768,0.0,0.0,-0.013240418118466768,0.0
216,00891 中信關鍵半導體,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.002989419610670674,domestic_etf,00891 中信關鍵半導體,13.87,13.89,15.341099689247109,-0.009992862241256284,0.006521739130434634,80421658.14999999,49470721.230000004,5798245.0,3561607.0,0,0,-0.008651766402307137,0.0014419610670510785,0.0,-0.008651766402307137,1.0
217,00893 國泰智能電動車,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.04376108811354218,foreign_etf,00893 國泰智能電動車,16.91,17.65,16.91,-0.04517221908526259,0.026759744037230693,369289102.64,382130954.34999996,21838504.0,21650479.0,0,0,-0.021289178001182685,0.04376108811354218,0.0,-0.021289178001182685,3.0
218,00894 中信小資高價30,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.018712081339712805,domestic_etf,00894 中信小資高價30,14.63,14.97,15.617678218989491,-0.008807588075880779,0.016983695652174058,13210451.100000001,40377548.07,902970.0,2697231.0,0,0,-0.009569377990430672,0.02323991797675995,0.0,-0.009569377990430672,2.0
219,00895 富邦未來車,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.024308858898984154,foreign_etf,00895 富邦未來車,18.71,19.25,18.71,-0.03656024716786821,0.021220159151193574,132455050.12,89537274.75,7079372.0,4651287.0,0,0,-0.022447888829502993,0.028861571352217785,0.0,-0.022447888829502993,3.0
220,00896 中信綠能及電動車,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.005413912909203233,domestic_etf,00896 中信綠能及電動車,16.19,16.35,17.024407026656633,-0.009785932721712576,0.01742377100186676,32334570.860000003,32771629.35,1997194.0,2004381.0,0,0,-0.014823965410747486,0.009882643607164843,0.0,-0.014823965410747486,1.0
221,00898 國泰基因免疫革命,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.005843694375000097,foreign_etf,00898 國泰基因免疫革命,7.58,7.58,7.58,-0.019404915912031084,0.0053050397877985045,2626902.06,4738356.54,346557.0,625113.0,0,0,-0.013281431398416976,0.0,0.0,-0.013281431398416976,0.0
222,00900 富邦特選高股息30,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.02013688322368412,domestic_etf,00900 富邦特選高股息30,12.16,12.46,13.813801259962807,-0.01218521527213634,0.019639934533551395,144882727.68,216959002.4,11914698.0,17412440.0,0,0,-0.011513157894736947,0.02467105263157876,0.0,-0.011513157894736947,2.0
223,00901 永豐智能車供應鏈,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.012167916666667056,domestic_etf,00901 永豐智能車供應鏈,14.4,14.64,15.056716417910446,-0.012345679012345623,0.015961138098542715,8804808.0,23210197.44,611445.0,1585396.0,0,0,-0.009722222222222188,0.01666666666666705,0.0,-0.009722222222222188,2.0
224,00903 富邦元宇宙,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.036909871244635184,foreign_etf,00903 富邦元宇宙,11.65,12.08,11.65,-0.024288107202680043,0.014273719563392184,32288394.400000002,29537617.36,2771536.0,2445167.0,0,0,-0.01373390557939913,0.036909871244635184,0.0,-0.01373390557939913,4.0
225,00905 FT臺灣Smart,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.01724137931034453,domestic_etf,00905 FT臺灣Smart,9.86,10.03,10.158118701007837,-0.005045408678102992,0.01415571284125372,12211531.12,40832460.989999995,1238492.0,4071033.0,0,0,-0.007099391480730244,0.01724137931034453,0.0,-0.007099391480730244,2.0
226,00917 中信特選金融,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.028495692511597115,foreign_etf,00917 中信特選金融,15.09,15.52,15.09,-0.01949317738791423,0.007138221933809197,2517238.35,17142631.52,166815.0,1104551.0,0,0,0.0,0.028495692511597115,0.0,0.0,4.0
227,00923 群益台ESG低碳50,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.002195414354357883,domestic_etf,00923 群益台ESG低碳50,16.35,16.41,16.35,-0.006682867557715633,0.01109057301293892,52735469.85,29743764.990000002,3225411.0,1812539.0,0,0,-0.011196987767584154,0.0022394954128439615,0.0,-0.011196987767584154,1.0
228,01003T 兆豐新光R1,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.02520452822548669,其他證券,01003T 兆豐新光R1,22.08,21.65,35.8761479045262,0.008219178082191858,0.006976744186046435,131353919.99999999,19052000.0,5949000.0,880000.0,0,0,-0.027655683876811388,0.008524569746376942,0.008524569746376942,-0.03587443946188329,1.0
229,020022 元大電動車N,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.052631578947368585,其他證券,020022 元大電動車N,7.6,8.0,7.6,-0.02313624678663251,0.03896103896103886,7524000.0,12664000.0,990000.0,1583000.0,0,0,-0.019736842105263053,0.052631578947368585,0.0,-0.019736842105263053,2.0
230,1108 幸福,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.007336038011696244,水泥工業,1108 幸福,17.1,17.05,28.522663851507925,0.0029325513196480912,0.002941176470588225,29480365.8,14695002.850000001,1723998.0,861877.0,0,0,-0.023391812865497186,0.005847953216373991,0.0,-0.023391812865497186,2.0
231,1215 卜蜂,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.02863031183932352,食品工業,1215 卜蜂,94.6,92.3,247.721189969514,0.0010582010582009804,-0.018085106382978777,59973278.199999996,154650403.7,633967.0,1675519.0,0,0,-0.024312896405919715,0.011627906976744207,0.011627906976744207,-0.03552769070010453,2.0
232,1217 愛之味,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.02835113168724268,食品工業,1217 愛之味,12.15,12.55,13.132157387257978,0.01673640167364021,-0.01953125,95057712.0,147079787.75,7823680.0,11719505.0,0,0,-0.024691358024691357,0.05349794238683114,0.0,-0.024691358024691357,2.0
233,1219 福壽,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.024781973807760815,食品工業,1219 福壽,21.1,21.75,36.43005184864055,-0.007058823529411784,0.011627906976743985,7633114.9,109166142.75,361759.0,5019133.0,0,0,-0.0014250000000000096,0.029336789099526195,0.0,-0.0014250000000000096,4.0
234,1234 黑松,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.030727225266686697,食品工業,1234 黑松,41.95,40.9,64.99585832795023,-0.007100591715976434,-0.00848484848484854,39838866.25,37563541.6,949675.0,918424.0,0,0,-0.03951129320619773,0.0,0.0,-0.03951129320619773,0.0
235,1313 聯成,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.03572381666158542,塑膠工業,1313 聯成,14.35,14.95,39.79450411767038,-0.010344827586206806,0.006734006734006703,8270708.6,20137694.849999998,576356.0,1347003.0,0,0,-0.0014250000000000096,0.047285975609756115,0.0,-0.01661129568106323,5.0
236,1444 力麗,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.03080722933467772,紡織纖維,1444 力麗,10.85,11.25,21.756231702463506,-0.004587155963302836,-0.013157894736842035,17295822.25,43409340.0,1594085.0,3858608.0,0,0,-0.0014250000000000096,0.04919400921659012,0.0,-0.013157894736842146,5.0
237,1447 力鵬,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.0020921611462265677,紡織纖維,1447 力鵬,7.95,7.98,13.555675127434286,-0.005006257822277815,-0.0062266500622664145,5052185.25,7419907.74,635495.0,929813.0,0,0,-0.0077053459119497125,0.008623553459119249,0.0,-0.0077053459119497125,3.0
238,1521 大億,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.02896360845930246,汽車工業,1521 大億,40.85,39.9,107.22409159300369,0.009888751545117369,0.010126582278480845,3075923.3000000003,2399107.1999999997,75298.0,60128.0,0,0,-0.03442564259485925,0.002241738066095511,0.002241738066095511,-0.03658536585365857,1.0
239,1540 喬福,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.005171887958795196,電機機械,1540 喬福,18.05,18.25,66.31987769714691,0.014044943820224587,0.03107344632768383,21913891.3,22051402.0,1214066.0,1208296.0,0,0,-0.03461862880886424,0.009639542936288326,0.0,-0.03461862880886424,1.0
240,1568 倉佑,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.021079806338601514,汽車工業,1568 倉佑,26.1,25.7,34.45410681306993,-0.015094339622641506,-0.003875968992248069,6398362.800000001,11816474.5,245148.0,459785.0,0,0,-0.03777159961685839,0.0004879789272029811,0.0,-0.03777159961685839,1.0
241,1608 華榮,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.00794550474630007,電器電纜,1608 華榮,23.65,23.6,45.5781062775021,0.0,0.01505376344086029,76888089.3,119735898.0,3251082.0,5073555.0,0,0,-0.0394257399577167,0.0,0.0,-0.0394257399577167,0.0
242,1616 億泰,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.040574045663209546,電器電纜,1616 億泰,11.45,11.05,13.627102591715104,0.02690582959641241,0.04739336492891,18680675.0,14426051.25,1631500.0,1305525.0,0,0,-0.07991561135371172,0.0,0.0,-0.07991561135371172,0.0
243,1717 長興,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.014992372034126067,化學工業,1717 長興,32.6,32.3,125.98374271629699,-0.012121212121212088,0.0,34006364.0,24085528.599999998,1043140.0,745682.0,0,0,-0.010614340490797791,0.00010655674846615781,0.00010655674846615781,-0.010719754977029261,1.0
244,1723 中碳,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.022552203713235297,化學工業,1723 中碳,119.0,117.0,318.32790100660975,0.008474576271186418,0.0042918454935620964,89693156.0,43640883.0,753724.0,372999.0,0,0,-0.02240346638655455,0.0,0.0,-0.02240346638655455,0.0
245,1736 喬山,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.013954581981685532,運動休閒,1736 喬山,70.3,71.7,226.93796595720124,0.0,-0.0013927576601671099,57983721.199999996,37981641.0,824804.0,529730.0,0,0,-0.022731721194879206,0.03692709815078232,0.0,-0.022731721194879206,3.0
246,1786 科妍,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.16235290920716072,生技醫療業,1786 科妍,78.2,91.3,107.17164971471462,-0.015113350125944613,0.008839779005524795,47008835.2,241213960.9,601136.0,2641993.0,0,0,0.0,0.16751918158567736,0.0,0.0,5.0
247,1904 正隆,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.01040551715824689,造紙工業,1904 正隆,34.75,34.2,76.0093102371113,0.04354354354354362,0.004405286343612369,1106052989.25,239771377.8,31828863.0,7010859.0,0,0,-0.01626266716196112,0.016380200594353855,0.003026300148588623,-0.019230769230769162,4.0
248,2317 鴻海,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.010147401325757421,其他電子業,2317 鴻海,115.5,115.0,580.3126240745846,0.022123893805309658,0.017699115044247815,11604849217.5,10121316750.0,100474885.0,88011450.0,0,0,-0.023039177489177276,0.0,0.0,-0.023039177489177276,0.0
249,2329 華泰,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.10059217433656031,半導體業,2329 華泰,22.8,24.3,9.701768190924973,-0.02771855010660962,0.0565217391304349,90517299.60000001,555645573.9,3970057.0,22866073.0,0,0,-0.00361485745614043,0.10548394077448742,0.0,-0.00361485745614043,3.0
250,2426 鼎元,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.019170186407506673,光電業,2426 鼎元,18.65,18.4,26.943765104861384,-0.007978723404255539,0.0027247956403269047,9812548.299999999,12267298.399999999,526142.0,666701.0,0,0,-0.022842158176943572,0.0,0.0,-0.022842158176943572,0.0
251,2431 聯昌,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.012519105691057075,電子零組件業,2431 聯昌,12.3,12.2,17.8751697044325,-0.023809523809523725,0.016666666666666607,5578861.800000001,5071637.6,453566.0,415708.0,0,0,-0.03658536585365868,0.0,0.0,-0.03658536585365868,0.0
252,2455 全新,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.03817398073678857,通信網路業,2455 全新,123.0,119.0,304.396393572119,-0.004048582995951233,0.02145922746781115,250261458.0,331352644.0,2034646.0,2784476.0,0,0,-0.05419522357723572,0.002634247967479686,0.002634247967479686,-0.05668016194331982,1.0
253,2462 良得電,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,-0.03503565153733512,電子零組件業,2462 良得電,34.15,33.1,101.61317030410378,0.008862629246676468,0.01068702290076362,75599972.3,70243992.5,2213762.0,2122175.0,0,0,-0.04831625183016108,0.049780380673499325,0.0,-0.08647140864714098,2.0
254,2485 兆赫,2023-06-26,2023-07-03,2023-06-21,2023-06-30,0.010526315789473684,5.0,3984.0,3989.0,0.05964665841584171,通信網路業,2485 兆赫,20.2,21.5,52.02679002161686,-0.009803921568627416,0.01654846335697413,36733013.199999996,136304625.0,1818466.0,6339750.0,0,0,-0.01732673267326723,0.06435643564356441,0.0,-0.01732673267326723,4.0
