trade_index,symbol,entry_date,exit_date,entry_sig_date,exit_sig_date,position,period,entry_index,exit_index,return,industry,stock_id,trade_price@entry_date,trade_price@exit_date,adj_close@entry_date,pct_change@entry_date,pct_change@exit_date,turnover@entry_date,turnover@exit_date,volume@entry_date,volume@exit_date,類別@entry_sig_date,類別@exit_sig_date,mae,gmfe,bmfe,mdd,pdays,holding_days
65,00902 中信電池及儲能,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,0.0004137804047013,foreign_etf,00902 中信電池及儲能,12.71,12.79,12.71,0.0111376292760541,-0.0161538461538461,131823709.63,55010403.92,10371653.0,4301048.0,0,0,-0.0147812352478364,0.044928992918962,0.0,-0.0398496240601504,12.0,20.0
66,00903 富邦元宇宙,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,0.0010323414252151,foreign_etf,00903 富邦元宇宙,12.77,12.84,12.77,0.0340080971659919,-0.0145817344589408,60269177.07,28828868.76,4719591.0,2245239.0,0,0,-0.0321064996084574,0.0203602192638996,0.0125293657008613,-0.0440835266821346,6.0,20.0
67,00917 中信特選金融,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,0.0574712643678161,foreign_etf,00917 中信特選金融,15.66,16.56,15.66,0.0057803468208093,-0.0042092603728202,16701906.78,5948087.039999999,1066533.0,359184.0,0,0,0.0,0.0619412515964241,0.0,-0.0066265060240965,14.0,20.0
68,020022 元大電動車N,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0309582850521431,其他證券,020022 元大電動車N,8.63,8.4,8.63,0.0237247924080665,-0.0476190476190475,14317170.000000002,14674800.0,1659000.0,1747000.0,0,0,-0.0266512166859785,0.0625724217844732,0.0625724217844732,-0.0839694656488547,12.0,20.0
69,1570 力肯,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,0.0361977414350127,電機機械,1570 力肯,20.1,20.95,33.04665729921983,-0.0049504950495047,0.0023923444976077,1131006.9,5885232.1,56269.0,280918.0,0,0,-0.0411692786069652,0.0408032960199007,0.0,-0.0411692786069652,9.0,20.0
70,1612 宏泰,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,0.032393086610577,電器電纜,1612 宏泰,26.0,27.0,64.70211022275421,-0.0114068441064638,0.0169491525423726,66391988.0,455268330.0,2553538.0,16861790.0,0,0,-0.001425,0.0753884615384621,0.0,-0.060714285714286,14.0,20.0
71,1808 潤隆,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0407897948151515,建材營造,1808 潤隆,82.5,79.6,741.0126471673802,-0.0259740259740259,-0.020910209102091,53498527.5,40646307.2,648467.0,510632.0,0,0,-0.0413679999999999,0.0,0.0,-0.0413679999999999,0.0,20.0
72,2393 億光,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0505367524178933,光電業,2393 億光,53.5,48.6,148.60054281173328,-0.0129151291512916,-0.002053388090349,109666172.5,276939907.2,2049835.0,5698352.0,0,0,-0.0463167038323515,0.0116404672897196,0.0116404672897196,-0.0572902854285217,3.0,20.0
73,3002 歐格,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0831279301479682,電腦及週邊設備業,3002 歐格,14.15,13.05,34.55531008421862,-0.0598006644518271,-0.0369003690036899,11796996.5,4187209.95,833710.0,320859.0,0,0,-0.0790527385159011,0.030331802120141,0.030331802120141,-0.1061643835616437,4.0,20.0
74,3702 大聯大,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0715253543488264,電子通路業,3702 大聯大,57.4,49.95,192.04153655774985,-0.0103448275862069,-0.0089285714285712,319582937.8,284506308.90000004,5567647.0,5695822.0,0,0,-0.0823351521924922,0.0278745644599303,0.0278745644599303,-0.1072209785737127,5.0,20.0
75,4564 元翎,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0615739755221517,電機機械,4564 元翎,27.65,26.1,33.0661962154833,-0.0195035460992909,-0.0076045627376425,92233902.25,24643254.6,3335765.0,944186.0,0,0,-0.077266139240506,0.0003807414104883,0.0003807414104883,-0.0776173285198554,1.0,20.0
76,5234 達興,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.1209565297631583,光電業,5234 達興,142.5,126.0,299.55805082017986,-0.0206185567010309,-0.0381679389312978,322156875.0,228821166.0,2260750.0,1816041.0,0,0,-0.1170494736842109,0.0756579824561403,0.0756579824561403,-0.179153094462541,10.0,20.0
77,6451 訊芯-KY,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.2070317427301118,半導體業,6451 訊芯-KY,123.0,97.2,164.83393572610214,-0.0238095238095237,-0.0563106796116503,108925479.0,104044532.4,885573.0,1070417.0,2,0,-0.2035072623660817,0.0675822154471545,0.0675822154471545,-0.2539284318254506,4.0,20.0
78,6469 大樹,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,0.0305125891850568,生技醫療業,6469 大樹,396.5,411.0,1259.624144047285,-0.0329268292682926,-0.0190930787589499,389936339.0,154472706.0,983446.0,375846.0,0,0,-0.001425,0.0627960907944513,0.0,-0.0260663507109002,14.0,20.0
79,6538 倉和,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,0.0832515899168422,電子零組件業,6538 倉和,154.0,164.0,246.29824658784423,0.0370370370370369,0.0546623794212217,151725420.0,640887892.0,985230.0,3907853.0,2,0,-0.0777974794658984,0.0880662832200911,0.0342383928571428,-0.1083269322593369,8.0,20.0
80,6690 安�硌穈T,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0889133587264151,數位雲端,6690 安�硌穈T,185.5,170.0,215.1611484472737,0.0220385674931129,-0.0368271954674221,64928524.5,53424710.0,350019.0,314263.0,0,0,-0.0848638814016172,0.0577896900269541,0.0577896900269541,-0.1348600508905851,7.0,20.0
81,8105 凌巨,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0478926015615563,光電業,8105 凌巨,16.55,15.85,21.207354816281665,0.0311526479750778,-0.0276073619631903,112750565.65,46422652.9,6812723.0,2928874.0,0,0,-0.0677955438066468,0.0,0.0,-0.0677955438066468,0.0,20.0
82,8213 志超,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,0.034886818181818,電子零組件業,8213 志超,41.25,42.75,111.60751240051124,0.014760147601476,-0.0161104718066744,63137456.25,28916741.25,1530605.0,676415.0,0,0,-0.001425,0.0881441515151515,0.0,-0.0489432703003338,14.0,20.0
83,9921 巨大,2023-07-13,2023-08-02,2023-07-12,2023-08-01,0.0344827586206896,14,3997,4011,-0.0570448774973175,運動休閒,9921 巨大,233.0,221.0,508.6419206137122,0.0021505376344086,-0.0412147505422993,259660792.0,370552247.0,1114424.0,1676707.0,0,0,-0.0528537553648068,0.0350037017167381,0.0350037017167381,-0.0848861283643892,6.0,20.0
84,0056 元大高股息,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.5429203282679393,domestic_etf,0056 元大高股息,34.51,40.95,76.40069663176591,-0.0341449762104673,0.0044117647058823,3484545963.15,2852926753.9500003,100972065.0,69668541.0,0,0,-0.0275916968837431,0.5429203282679393,0.3301232594816174,-0.2689336900286754,645.0,
85,00642U 期元大S&P石油,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.553704767375073,vanilla_futures_etf,00642U 期元大S&P石油,17.41,28.97,17.41,0.0075231481481481,0.0161532682193839,70995560.01,608919531.93,4077861.0,21018969.0,0,0,-0.2188397472716821,0.7771395749569228,0.1734635267087876,-0.3343122858541351,213.0,
86,00701 國泰股利精選30,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.4114795929185171,domestic_etf,00701 國泰股利精選30,26.15,30.01,33.31287673203004,-0.0267956829177522,0.0056951423785593,111580324.1,42552589.47,4266934.0,1417947.0,0,0,-0.0618755155778951,0.4340482206533891,0.0207231261950286,-0.1126711126711125,576.0,
87,00752 中信中國50,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.2609817229038877,foreign_etf,00752 中信中國50,19.56,24.17,19.56,-0.0229770229770229,-0.0036304961678096,86827309.44,47836901.45,4439024.0,1979185.0,0,0,-0.2546423824130874,0.4432369759713719,0.0113379729038856,-0.2629984856133261,382.0,
88,00861 元大全球未來通訊,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,1.2285276073619644,foreign_etf,00861 元大全球未來通訊,32.6,75.25,32.6,-0.002753135515448,0.004840940525588,11164424.2,7875665.0,342467.0,104660.0,0,0,-0.0736196319018405,1.2285276073619644,0.0,-0.2213806535381949,586.0,
89,00881 國泰台灣科技龍頭,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,2.097834254925362,domestic_etf,00881 國泰台灣科技龍頭,17.47,45.9,19.393665701725,-0.0251116071428572,-0.0009389671361502,339490439.48999995,550171583.1,19432767.0,11986309.0,0,0,-0.0461142780970897,2.1007457532852545,0.0191639679764132,-0.3167492350962372,613.0,
90,00893 國泰智能電動車,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,1.0246781115879813,foreign_etf,00893 國泰智能電動車,18.64,39.71,18.64,-0.0095642933049946,0.0128824476650564,441802428.08,81171369.84,23701847.0,2044104.0,0,0,-0.1888412017167388,1.0246781115879813,0.0,-0.325441563322059,522.0,
91,00895 富邦未來車,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,1.1968702675416505,foreign_etf,00895 富邦未來車,19.81,45.22,19.81,-0.0134462151394422,-0.0004593477262286,92612661.26,48615524.58,4675046.0,1075089.0,0,0,-0.1287228672387687,1.1978798586572483,0.0050479555779907,-0.2997878144892392,556.0,
92,00898 國泰基因免疫革命,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.0864185963777512,foreign_etf,00898 國泰基因免疫革命,7.73,8.19,7.73,-0.02275600505689,-0.0047337278106507,4509280.04,9706812.57,583348.0,1185203.0,0,0,-0.2636639715394567,0.1148385834411402,0.0166604463130655,-0.2757306226175346,95.0,
93,00901 永豐智能車供應鏈,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,1.815276565827624,domestic_etf,00901 永豐智能車供應鏈,14.64,37.07,15.307661691542286,-0.025948103792415,0.0035314891112419,19269738.96,6966453.89,1316239.0,187927.0,0,0,-0.0471311475409835,1.815276565827624,0.0232240437158472,-0.3205663017000609,616.0,
94,00907 永豐優息存股,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.1991927203904613,domestic_etf,00907 永豐優息存股,14.92,14.45,15.643322669760982,-0.0106100795755967,-0.0013449899125755,133900092.04,7980157.0,8974537.0,552260.0,0,0,-0.0523376447111356,0.2815615133061697,0.0039292895442357,-0.2027194066749073,577.0,
95,00917 中信特選金融,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.636093866003197,foreign_etf,00917 中信特選金融,16.56,21.75,16.56,-0.0042092603728202,0.0,5948087.039999999,18598142.25,359184.0,855087.0,0,0,-0.1123188405797095,1.1288025934662285,0.0,-0.2957597173144877,566.0,
96,1210 大成,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.0394345244367758,食品工業,1210 大成,61.4,53.1,263.63073028774903,-0.0128617363344052,-0.0109489051094889,907227795.8,138404353.5,14775697.0,2606485.0,0,0,-0.1738174267100974,0.1194714460950354,0.0,-0.2021059941028018,74.0,
97,1304 台聚,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.3775631084222041,塑膠工業,1304 台聚,24.3,14.4,78.97544029446051,0.0296610169491524,-0.0459016393442622,203841522.0,237035260.8,8388540.0,16460782.0,0,0,-0.6263160471461796,0.0067937242798354,0.0067937242798354,-0.6288376220053236,2.0,
98,1310 台苯,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.3914301832050164,塑膠工業,1310 台苯,16.7,9.77,30.318200295480487,-0.0029850746268655,-0.0098522167487684,74335490.89999999,195196451.82,4451227.0,19979166.0,0,0,-0.550687757152361,0.0082276069289992,0.0082276069289992,-0.5543543543543534,11.0,
99,1312 國喬,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.2470637700534775,塑膠工業,1312 國喬,18.7,12.7,31.127881680511123,0.0053763440860212,0.0,78368034.8,587690010.8,4190804.0,46274804.0,0,0,-0.5530442379679156,0.006584959893048,0.006584959893048,-0.5559681697612744,4.0,
100,1442 名軒,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.0469530171590063,建材營造,1442 名軒,34.35,28.8,113.3736452643844,-0.0337552742616032,0.0622710622710622,54529800.6,8854790.4,1587476.0,307458.0,0,0,-0.1537600066153246,1.651109225295165,1.651109225295165,-0.6807977637019244,568.0,
101,1454 台富,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.2226849890894774,紡織纖維,1454 台富,17.85,13.8,31.145740917768983,-0.019230769230769,0.0,2312770.95,365092.8000000001,129567.0,26456.0,0,0,-0.269440779219433,0.1688332846528919,0.1688332846528919,-0.3749671314352406,103.0,
102,1707 葡萄王,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.2522152969069071,生技醫療業,1707 葡萄王,176.5,116.5,365.8118889828185,-0.0194444444444444,0.0042372881355934,60618572.0,16955992.5,343448.0,145545.0,0,0,-0.2553705066245997,0.0098902974504249,0.0098902974504249,-0.2626629889847478,2.0,
103,1722 台肥,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.1896659703668888,化學工業,1722 台肥,63.5,44.4,121.15971224657793,-0.0139751552795032,0.0,161031999.5,115430365.2,2535937.0,2599783.0,0,0,-0.2192754713055622,0.1252130239751998,0.1252130239751998,-0.3061540241186852,205.0,
104,2031 新光鋼,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.0970833389765559,鋼鐵工業,2031 新光鋼,50.6,38.85,130.59007166262276,0.012,0.0,414388801.2,27844338.9,8189502.0,716714.0,0,0,-0.2246481749691103,0.3735339920948639,0.3735339920948639,-0.4355059070301192,282.0,
105,2505 國揚,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.0228213200558032,建材營造,2505 國揚,19.5,18.85,19.58504569301033,0.0,0.0,14013148.5,6300442.850000001,718623.0,334241.0,0,0,-0.1319742577091445,0.6079617948717957,0.6079617948717957,-0.4601701700505489,423.0,
106,2601 益航,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.3451205813953496,貿易百貨,2601 益航,8.6,5.4,12.406155991310095,-0.0103567318757191,-0.013986013986014,14647141.6,9205072.2,1703156.0,1704643.0,0,0,-0.3799545930232567,0.1088827034883732,0.1088827034883732,-0.4408376963350799,39.0,
107,2607 榮運,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.1261963122123486,航運業,2607 榮運,28.05,48.3,44.32170025046271,-0.0123239436619717,-0.0019841269841269,43431974.85,27377212.8,1548377.0,566816.0,0,0,-0.0334648395721925,0.4508453485359864,0.0252748663101607,-0.2388680282077111,633.0,
108,2845 遠東銀,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.2500217812299328,金融保險業,2845 遠東銀,11.65,12.35,24.545886514611023,-0.0210084033613445,-0.0039370078740156,81808268.85000001,77102445.55,7022169.0,6243113.0,0,0,-0.0271393776824035,0.4914339055793981,0.0114321888412016,-0.2672902494331045,607.0,
109,2880 華南金,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.8684523508126867,金融保險業,2880 華南金,22.15,35.0,78.33772377797929,-0.0177383592017739,0.0055632823365785,300127139.7,731711050.0,13549758.0,20906030.0,0,0,-0.0633166849403417,0.9692402369561096,0.0053373589164784,-0.1417322834645669,578.0,
110,2886 兆豐金,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.1496289699905317,金融保險業,2886 兆豐金,39.6,39.55,99.23865291751768,-0.0246305418719211,-0.0112640801001252,1229573228.4,626651003.3,31049829.0,15844526.0,0,0,-0.0739258370653144,0.2456739219137915,0.0074007891414142,-0.1230534265036779,587.0,
111,3056 富華新,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.3426234072684203,建材營造,3056 富華新,51.8,14.2,133.97531908980184,-0.0799289520426288,-0.0134680134680134,690396098.0,13557762.4,13328110.0,954772.0,0,0,-0.3538414378611094,0.274665173582757,0.274665173582757,-0.4930758480498023,276.0,
112,3322 建舜電,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.3557103958564556,電子零組件業,3322 建舜電,22.1,14.5,27.108131187110683,-0.0221238938053097,0.0073529411764707,32212098.1,7887855.0,1457561.0,543990.0,0,0,-0.4873900229806842,0.2939999140911804,0.2939999140911804,-0.6038562511193527,221.0,
113,3444 利機,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.1525463292793314,電子通路業,3444 利機,77.8,91.0,217.91792878367036,-0.0114358322744601,0.0374999999999998,94562788.0,100201738.0,1215460.0,1101118.0,0,0,-0.3798618688238484,0.7455809768637516,0.7455809768637516,-0.6447382622773876,374.0,
114,3617 碩天,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.0308807466446396,其他電子業,3617 碩天,217.5,192.5,425.8139651600184,-0.0665236051502146,0.0131926121372032,344285317.5,54979925.0,1582921.0,285610.0,0,0,-0.1060331025191013,1.0042594086310133,1.0042594086310133,-0.5539664707915666,574.0,
115,3645 達邁,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,1.2783625792700075,電子零組件業,3645 達邁,47.1,106.0,70.11564032434924,-0.004228329809725,0.0398009950248756,45642820.2,3793857024.0,969062.0,35791104.0,0,0,-0.1985958598726109,1.2783625792700075,0.0388572186836517,-0.5005875440658046,350.0,
116,4572 駐龍,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.0831967046525691,電機機械,4572 駐龍,191.5,147.5,219.3121310037236,-0.0229591836734693,0.0034246575342464,202989617.0,5630517.5,1059998.0,38173.0,0,0,-0.1563885985384431,0.1371758085635621,0.1248152019487431,-0.2500000000000004,123.0,
117,5225 東科-KY,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,1.0665322223653422,其他電子業,5225 東科-KY,46.95,75.7,78.14857736105498,0.0,-0.0038216560509554,55133197.2,22662990.3,1174296.0,299379.0,0,0,-0.1088329605963791,2.6041206036007707,0.0,-0.4589986999288639,639.0,
118,6005 群益證,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,1.0368778025847325,金融保險業,6005 群益證,15.35,28.25,41.95439902400174,-0.0345911949685534,-0.0142857142857143,190299414.6,496291593.0,12397356.0,17567844.0,0,0,-0.0762368078175894,1.3689774443105065,0.0148384364820846,-0.2857142857142856,580.0,
119,6155 鈞寶,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,1.1064297960082627,電子零組件業,6155 鈞寶,27.3,43.0,78.11964453069503,-0.0090744101633393,-0.038022813688213,10384374.0,228794529.0,380380.0,5320803.0,0,0,-0.2912904099835632,1.614304173701953,0.3138998017158663,-0.4606060606060608,467.0,
120,6170 統振,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,0.1775786051800105,通信網路業,6170 統振,48.4,51.4,89.13329940655103,0.0453563714902809,-0.0019493177387913,89041092.8,9463870.8,1839692.0,184122.0,0,0,-0.0620197654158413,0.3039243801652898,0.3039243801652898,-0.2806482884649667,617.0,
121,6550 北極星藥業-KY,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.7799154747948416,生技醫療業,6550 北極星藥業-KY,85.3,17.45,85.3,-0.0295790671217293,0.0273224043715847,240736816.1,19591987.5,2822237.0,1122750.0,0,0,-0.7910367672919107,0.021988247362251,0.021988247362251,-0.7955326460481098,7.0,
122,8213 志超,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.0835512205021539,電子零組件業,8213 志超,42.75,37.9,115.66596739689346,-0.0161104718066744,0.0152565880721222,28916741.25,36132912.5,676415.0,953375.0,0,0,-0.3700572675211357,0.0888888888888885,0.0888888888888885,-0.4214811640500224,120.0,
123,8215 明基材,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.276855055143256,光電業,8215 明基材,42.95,25.05,64.8716656641506,0.0129716981132077,0.0996240601503759,545724160.3000001,125539077.0,12706034.0,5011540.0,0,0,-0.5450985646029369,0.0,0.0,-0.5450985646029369,0.0,
124,8927 北基,2023-08-02,,2023-08-01,,0.024390243902439,655,4011,-1,-0.3064009784224945,油電燃氣業,8927 北基,49.5,23.1,69.17421508403218,-0.01,-0.0190677966101696,46023862.5,6134643.9,929775.0,265569.0,0,0,-0.3093970865070626,0.7104362201951444,0.7104362201951444,-0.59624164564631,526.0,
